hebrew_name,video_url,tracking_unit,position,intesity,english_name,english_description,hebrew_description
,,WEIGHT,standing,medium,York cable bar Tricep Pushdown,"The exercise 'York cable bar Tricep Pushdown' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,medium,York Cable Rope Tricep Pushdown,"The exercise 'York Cable Rope Tricep Pushdown' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,supine,medium,Dumbbell Incline Shoulder Press,"The exercise 'Dumbbell Incline Shoulder Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,,medium,York Cable Low Butterfly,"The exercise 'York Cable Low Butterfly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,supine,low,York Low Cable Ab Crunch,"The exercise 'York Low Cable Ab Crunch' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,seating,medium,York seated cable row to Chest,"The exercise 'York seated cable row to Chest' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,supine,hard,York seating high pully single handPulldown,"The exercise 'York seating high pully single handPulldown' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,medium,York Low Cable bar Bicep Curl,"The exercise 'York Low Cable bar Bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,medium,York Single-Leg Cable Hip Abduction,"The exercise 'York Single-Leg Cable Hip Abduction' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,seating,medium,York Cable Wide Grip pronated pull down,"The exercise 'York Cable Wide Grip pronated pull down' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=tixeeTtSmH8,WEIGHT,standing,hard,Smith Machine classic Deadlift,"The exercise 'Smith Machine classic Deadlift' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=BdnUL4fUjxA,WEIGHT,standing,low,Standing Kettlebell Twist,"The exercise 'Standing Kettlebell Twist' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=qwuWUvG4hAE,WEIGHT,seating,medium,Seated Cable rope Tricep extention,"The exercise 'Seated Cable rope Tricep extention' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=FGT3jpNgfQE,WEIGHT,,medium,Smith Machine Leg Press,"The exercise 'Smith Machine Leg Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=SS35bWT1e8g,WEIGHT,standing,medium,Smith Machine statiic Lunges,"The exercise 'Smith Machine statiic Lunges' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=o47YrJgUYwk,WEIGHT,standing,medium,Smith Machine Front Squat,"The exercise 'Smith Machine Front Squat' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=-_rzCXbXyaI,WEIGHT,supine,medium,Smith Machine Incline Bench Press,"The exercise 'Smith Machine Incline Bench Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=uoxHYR_dDb4,WEIGHT,seating,medium,Smith Machine Shoulder Press,"The exercise 'Smith Machine Shoulder Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=zDSaK1v-PiE,WEIGHT,seating,medium,Arnold shoulder Press,"The exercise 'Arnold shoulder Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=4a0IPsCKB9Y,WEIGHT,standing,hard,Smith Machine Romanian Deadlift,"The exercise 'Smith Machine Romanian Deadlift' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=jOfrjngoIwk,WEIGHT,standing,low,Smith Machine calf raise,"The exercise 'Smith Machine calf raise' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=O9vkr-MRjKE,WEIGHT,standing,medium,Rotation Dumbbell Bicep Curl,"The exercise 'Rotation Dumbbell Bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=4sgNGpGbUHs,WEIGHT,standing,medium,Smith Machine Shrugs,"The exercise 'Smith Machine Shrugs' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=Hj4kC5zj4Ts,WEIGHT,standing,medium,Standing Cable Rope Tricep extention,"The exercise 'Standing Cable Rope Tricep extention' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,low,High Cable triceps pushdown back to machine,"The exercise 'High Cable triceps pushdown back to machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,,medium,High Cable Fly,"The exercise 'High Cable Fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,seating,medium,York Close Grip Lat Pulldown,"The exercise 'York Close Grip Lat Pulldown' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=TFQW1N7TZYo,WEIGHT,supine,low,Lying Knee Support push ups,"The exercise 'Lying Knee Support push ups' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=yv5W9hAmGWk,WEIGHT,,low,Smith Machine Frog Pumps,"The exercise 'Smith Machine Frog Pumps' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=adHMQNsHcaE,WEIGHT,seating,medium,Smith Machine Incline Shoulder Press,"The exercise 'Smith Machine Incline Shoulder Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,seating,medium,York Cable close Grip handle lat pulldown,"The exercise 'York Cable close Grip handle lat pulldown' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,medium,York Cable Rope Pullover,"The exercise 'York Cable Rope Pullover' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=tx_2a62Dp-k,WEIGHT,standing,hard,Ab whell Straight Legs,"The exercise 'Ab whell Straight Legs' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=56SXwuIViXY,WEIGHT,standing,medium,Step-Up low box,"The exercise 'Step-Up low box' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=KHbuzgF4nk4,WEIGHT,,medium,Smith Machine Chest Press,"The exercise 'Smith Machine Chest Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=xiNoCfPdI1A,WEIGHT,standing,low,Lateral raises Crossover bench Support,"The exercise 'Lateral raises Crossover bench Support' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=GWl8Xj9reow,WEIGHT,seating,medium,York Low Cable Triangle Row,"The exercise 'York Low Cable Triangle Row' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,medium,York Supinated Grip Graviton,"The exercise 'York Supinated Grip Graviton' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,medium,York Gravitron Dips,"The exercise 'York Gravitron Dips' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,,medium,York Donkey Kicks,"The exercise 'York Donkey Kicks' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=OcTyCXDzgKs,WEIGHT,standing,medium,Crossover lying lateral raise strip,"The exercise 'Crossover lying lateral raise strip' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=lhAQESpEjJk,WEIGHT,standing,medium,Australian Pull-Up,"The exercise 'Australian Pull-Up' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=S4PUSbRKDoo,WEIGHT,,low,Jack knife crunch,"The exercise 'Jack knife crunch' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=rHEpL_Gi7nw,WEIGHT,seating,medium,Single-Arm Smith Machine Hip Thrust,"The exercise 'Single-Arm Smith Machine Hip Thrust' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=rZpqJolWnjk,WEIGHT,standing,low,Mid-Position pull up,"The exercise 'Mid-Position pull up' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=-WnY2VRNLCk,WEIGHT,standing,medium,Smith Machine Bent-over Supported Row,"The exercise 'Smith Machine Bent-over Supported Row' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=9johAU_KDQc,WEIGHT,,medium,Single-Arm Smith Machine Row,"The exercise 'Single-Arm Smith Machine Row' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=S0puh-0St9s,WEIGHT,,medium,Smith Machine Close-Grip Press,"The exercise 'Smith Machine Close-Grip Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=09uzPOY2Qe8,WEIGHT,,medium,Smith Machine Donkey Kicks,"The exercise 'Smith Machine Donkey Kicks' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=RaRHNrV_f1E,WEIGHT,standing,medium,Smith Machine Back Squat,"The exercise 'Smith Machine Back Squat' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=eOeNczzvp3k,WEIGHT,supine,medium,Crossover front raise,"The exercise 'Crossover front raise' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=zL4iJ5I6d_U,WEIGHT,,hard,Smith Machine Good Morning,"The exercise 'Smith Machine Good Morning' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=3NZmX8YvE-c,WEIGHT,standing,medium,Dumbbell shrugs,"The exercise 'Dumbbell shrugs' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=kyl7_xuROt4,WEIGHT,standing,medium,Box Squat,"The exercise 'Box Squat' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,medium,Gravitron pull-Up,"The exercise 'Gravitron pull-Up' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,standing,hard,Smith Machine Row Supination Grip,"The exercise 'Smith Machine Row Supination Grip' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,,WEIGHT,,medium,Chest Press-press Machine,"The exercise 'Chest Press-press Machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=FIuuz99a5sQ,WEIGHT,standing,low,Back Supported Dumbbell bicep Curl,"The exercise 'Back Supported Dumbbell bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=rFrQICYsDk4,WEIGHT,standing,medium,Triangle Cable Shoulder Press,"The exercise 'Triangle Cable Shoulder Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=bWhlJKO80DE,WEIGHT,standing,hard,High Cable Bent Over chest Fly,"The exercise 'High Cable Bent Over chest Fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=mmGJRUSnecM,WEIGHT,supine,medium,Decline Barbell Bench Press,"The exercise 'Decline Barbell Bench Press' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=g8tIenV0kTc,WEIGHT,standing,medium,Tricep Pushdown on Back Machine,"The exercise 'Tricep Pushdown on Back Machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=ylEE82VwHsY,WEIGHT,supine,medium,Incline Press Fly,"The exercise 'Incline Press Fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=mqQZeYBs0d8,WEIGHT,standing,medium,Decline W-bar Skull Crusher,"The exercise 'Decline W-bar Skull Crusher' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=_NYVPRFfd8o,WEIGHT,standing,medium,Decline Dumbbell Skull Crusher,"The exercise 'Decline Dumbbell Skull Crusher' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=kQ1xWpv5Mu0,WEIGHT,seating,medium,W-Bar Preacher biceps Curl,"The exercise 'W-Bar Preacher biceps Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=_DpFfjfD7RM,WEIGHT,seating,medium,American\ kase Hip Thrust,"The exercise 'American\ kase Hip Thrust' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=cd8RZ5aBPO0,WEIGHT,,hard,Single-leg Roman Chair Back Extension,"The exercise 'Single-leg Roman Chair Back Extension' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=mgWrSy__3gk,WEIGHT,,medium,Seated Cable incline chest fly,"The exercise 'Seated Cable incline chest fly' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=g1LHldku_84,WEIGHT,standing,medium,Low Pulley Handles Bicep Curl,"The exercise 'Low Pulley Handles Bicep Curl' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=IdMpxvxqS8Q,WEIGHT,seating,low,Leg press on dedicated machine,"The exercise 'Leg press on dedicated machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=3u7wJSVFSJE,WEIGHT,seating,low,Leg curl on leg-curl machine,"The exercise 'Leg curl on leg-curl machine' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
,https://www.youtube.com/watch?v=HsczZ8H_2ko,WEIGHT,supine,hard,Crossover lying handle lateral raise,"The exercise 'Crossover lying handle lateral raise' is designed to enhance physical fitness by targeting specific muscle groups. It improves strength, flexibility, and overall endurance.","התרגיל 'nan' נועד לשפר את הכושר הגופני תוך מיקוד קבוצות שרירים ספציפיות. הוא משפר את החוזק, הגמישות והסיבולת הכללית."
